Campaña;Cultivo;Actividad;"Cambio
Actividad";Centro;Administracion;Zona;Establecimiento;Lote;CECO;Ha Totales;Ha Asignadas;Código;Nombre;Fecha Inicio;Fecha Fin;Fecha Contable;Fecha Creacion;Fecha Actualiz.;Estado;Categoria;Cod. SAP;Insumo;Almacen SAP;U. Medida;Cantidad Real;Dosis Real;Porc. utiliza Real;Costo x Unid. Real usd;Costo x HA Real usd;Costo Total usd;Gasto x Unid. Real  $$;Gasto x HA Real $$;GastoTotal $$;Nro° OT;Contratista/Operario;Maquinaria;TC;Socio;Nro° OT Anulación;Observaciones
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;04/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;FERTILIZANTES;723125;SUPER FOSFATO SIMPLE;2100-2160 - Anonima SA - Tenené;KG;14,902.19;67.74;100.00;0.40;26.99;5,938.52;406.47;27,530.06;6,057,293.02;400000128;;;1020.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;10.84;0.05;100.00;23.95;1.18;259.61;24,238.11;1,194.22;262,726.92;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;216.79;0.99;100.00;6.24;6.15;1,353.04;6,316.20;6,223.95;1,369,277.43;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;112.41;0.51;100.00;0.83;0.42;93.31;840.06;429.21;94,430.24;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2160 - Anonima SA - Tenené;L;216.79;0.99;100.00;7.19;7.09;1,558.71;7,276.28;7,170.08;1,577,412.51;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;708882;PROMETRINA 50% SC;2100-2160 - Anonima SA - Tenené;L;439.60;2.00;100.00;9.38;18.74;4,123.43;9,492.56;18,967.78;4,172,915.47;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;220;40001443;40001443 - SIEMBRA NEUMATICA C/MONITOR Y ;13/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;SEMILLAS;724012;SEMILLA DE ALGODON GUARANI INTA BGRR;2100-2160 - Anonima SA - Tenené;BAG;173.00;0.79;100.00;87.51;68.82;15,139.61;91,275.22;71,775.51;15,790,613.86;400000125;;;1043.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2160 - Anonima SA - Tenené;L;55.82;0.25;100.00;15.17;3.85;846.81;15,594.97;3,956.91;870,524.92;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;102.38;0.47;100.00;0.83;0.39;85.01;853.65;397.27;87,392.99;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;178.63;0.81;100.00;6.25;5.07;1,115.76;6,421.20;5,213.68;1,146,998.17;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;2.04;0.01;100.00;6.25;0.06;12.72;6,425.00;59.47;13,080.14;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPOBIOESTIMUL;714295;STIMULATE;2100-2160 - Anonima SA - Tenené;L;55.82;0.25;100.00;48.35;12.27;2,698.93;49,703.59;12,611.38;2,774,499.07;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;701190;CLETODIM 24% EC;2100-2160 - Anonima SA - Tenené;L;118.20;0.54;100.00;4.99;2.68;589.83;5,129.72;2,756.08;606,345.14;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;10.51;0.05;100.00;23.95;1.14;251.66;24,621.11;1,175.94;258,705.42;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;213.43;0.97;100.00;6.25;6.06;1,333.12;6,421.20;6,229.31;1,370,451.97;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;16.06;0.07;100.00;5.99;0.44;96.19;6,196.66;452.31;99,508.33;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;56.20;0.26;100.00;30.24;7.73;1,699.62;31,283.28;7,992.06;1,758,257.33;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;721083;FIPROXAM;2100-2160 - Anonima SA - Tenené;L;16.06;0.07;100.00;46.41;3.39;745.28;48,011.66;3,504.50;770,990.19;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;220;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;17/01/2025;18/01/2025;18/01/2025;17/01/2025;20/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;20.00;0.09;100.00;5.99;0.54;119.80;6,232.60;566.60;124,651.90;400000214;;;1040.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;220;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;17/01/2025;18/01/2025;18/01/2025;17/01/2025;20/01/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;10.00;0.05;100.00;10.48;0.48;104.80;10,904.44;495.66;109,044.40;400000214;;;1040.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;21,172.20;96.24;100.00;0.63;60.50;13,308.84;658.14;63,340.52;13,934,357.92;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;2,595.25;11.80;100.00;0.63;7.42;1,631.37;658.14;7,764.20;1,708,046.61;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;44.24;0.20;100.00;30.24;6.08;1,337.70;31,812.59;6,396.64;1,407,259.10;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;16.51;0.08;100.00;5.99;0.45;98.93;6,301.80;473.06;104,072.55;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQFERTILFOLIARES;714782;SETT;2100-2160 - Anonima SA - Tenené;L;194.64;0.89;100.00;7.22;6.39;1,405.29;7,595.44;6,719.85;1,478,361.77;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;20.64;0.09;100.00;10.48;0.98;216.34;11,074.63;1,039.18;228,618.45;400000250;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;14.75;0.07;100.00;5.99;0.40;88.33;6,330.14;424.29;93,339.92;400000250;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 06;1124806;221.15;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQPQINSECTICIDA;724162;IMIDAC 30% BIFENTRIN 20% ABAMECTINA 2,1%;2100-2160 - Anonima SA - Tenené;L;44.24;0.20;100.00;32.74;6.58;1,448.28;34,597.89;6,956.67;1,530,469.60;400000250;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;04/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;FERTILIZANTES;723125;SUPER FOSFATO SIMPLE;2100-2160 - Anonima SA - Tenené;KG;10,363.80;67.74;100.00;0.40;26.99;4,129.97;406.47;27,530.06;4,212,572.00;400000128;;;1020.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;40001442;40001442 - SIEMBRA NEUMATICA C/MONITOR X HA;04/12/2024;12/12/2024;12/12/2024;26/12/2024;26/12/2024;Terminada;SEMILLAS;719918;SEMILLA DE ALGODON GUAZUNCHO 4 INTA BGRR;2100-2160 - Anonima SA - Tenené;BAG;126.00;0.82;100.00;86.12;70.92;10,850.82;89,476.19;73,686.29;11,273,999.49;400000124;;;1039.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;708882;PROMETRINA 50% SC;2100-2160 - Anonima SA - Tenené;L;305.72;2.00;100.00;9.38;18.74;2,867.66;9,492.56;18,967.78;2,902,073.06;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2160 - Anonima SA - Tenené;L;150.77;0.99;100.00;7.19;7.09;1,084.01;7,276.28;7,170.08;1,097,018.71;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;78.18;0.51;100.00;0.83;0.42;64.89;840.06;429.21;65,671.94;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;7.54;0.05;100.00;23.95;1.18;180.55;24,238.11;1,194.22;182,714.64;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;150.77;0.99;100.00;6.24;6.15;940.98;6,316.20;6,223.95;952,270.22;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;7.90;0.05;100.00;23.95;1.24;189.25;24,681.92;1,274.67;195,021.90;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2160 - Anonima SA - Tenené;L;37.35;0.24;100.00;15.17;3.70;566.63;15,632.69;3,816.43;583,913.80;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;269.37;1.76;100.00;6.24;10.99;1,682.06;6,434.96;11,329.16;1,733,359.94;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;86.20;0.56;100.00;0.83;0.47;71.57;855.62;482.06;73,752.39;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;714718;HALOXIFOP-P-METIL 54% EC;2100-2160 - Anonima SA - Tenené;L;16.52;0.11;100.00;18.32;1.98;302.66;18,878.45;2,038.50;311,893.27;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPOBIOESTIMUL;714295;STIMULATE;2100-2160 - Anonima SA - Tenené;L;38.07;0.25;100.00;48.35;12.03;1,840.70;49,824.57;12,397.64;1,896,842.48;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;11.17;0.07;100.00;5.99;0.44;66.90;6,196.66;452.31;69,203.52;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;721083;FIPROXAM;2100-2160 - Anonima SA - Tenené;L;11.17;0.07;100.00;46.41;3.39;518.31;48,011.66;3,504.50;536,188.63;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;39.09;0.26;100.00;30.24;7.73;1,182.01;31,283.28;7,992.06;1,222,788.05;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;17/01/2025;18/01/2025;18/01/2025;17/01/2025;20/01/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;10.00;0.07;100.00;10.48;0.68;104.80;10,904.44;712.71;109,044.40;400000213;;;1040.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;17/01/2025;18/01/2025;18/01/2025;17/01/2025;20/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;15.00;0.10;100.00;5.99;0.59;89.85;6,232.60;611.04;93,488.93;400000213;;;1040.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;253;30000844;30000844 - FERTILIZACION NEUMÁTICA ;29/01/2025;30/01/2025;30/01/2025;03/02/2025;07/02/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;14,501.74;94.78;100.00;0.63;59.72;9,137.55;661.61;62,706.41;9,594,423.07;400000239;;;1050.00;;400000228;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;30.76;0.20;100.00;30.24;6.08;930.31;31,812.59;6,396.64;978,684.73;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;11.49;0.08;100.00;5.99;0.45;68.80;6,301.80;473.06;72,377.72;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/02/2025;03/02/2025;03/02/2025;29/01/2025;03/02/2025;Terminada;AGROQFERTILFOLIARES;714782;SETT;2100-2160 - Anonima SA - Tenené;L;135.36;0.89;100.00;7.22;6.39;977.31;7,595.44;6,719.85;1,028,133.39;400000231;;;1052.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/02/2025;08/02/2025;08/02/2025;08/02/2025;13/02/2025;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;8.00;0.05;100.00;23.95;1.25;191.61;25,226.71;1,319.04;201,813.65;400000243;;;1053.25;;;Esta aplicación quedo pendientes  de generar OT
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/02/2025;08/02/2025;08/02/2025;08/02/2025;13/02/2025;Terminada;AGROQUIMICOS;721083;FIPROXAM;2100-2160 - Anonima SA - Tenené;L;10.00;0.07;100.00;46.41;3.03;464.10;48,881.33;3,194.86;488,813.33;400000243;;;1053.25;;;Esta aplicación quedo pendientes  de generar OT
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;153;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/02/2025;08/02/2025;08/02/2025;08/02/2025;13/02/2025;Terminada;AGROQPQINSECTICIDA;610111;ABAMECTINA 1.8% EC;2100-2160 - Anonima SA - Tenené;L;122.00;0.80;100.00;4.77;3.80;581.94;5,024.00;4,006.07;612,928.31;400000243;;;1053.25;;;Esta aplicación quedo pendientes  de generar OT
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;14.36;0.09;100.00;10.48;0.98;150.46;11,074.63;1,039.18;158,993.74;400000250;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQPQINSECTICIDA;724162;IMIDAC 30% BIFENTRIN 20% ABAMECTINA 2,1%;2100-2160 - Anonima SA - Tenené;L;30.76;0.20;100.00;32.74;6.58;1,007.21;34,597.89;6,956.67;1,064,372.03;400000250;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 07;1124807;156.04;373;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;12/02/2025;17/02/2025;17/02/2025;12/02/2025;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;10.25;0.07;100.00;5.99;0.40;61.43;6,330.14;424.29;64,913.67;400000250;;;1056.75;;;
