Campaña;Cultivo;Actividad;"Cambio
Actividad";Centro;Administracion;Zona;Establecimiento;Lote;CECO;Ha Totales;Ha Asignadas;Código;Nombre;Fecha Inicio;Fecha Fin;Fecha Contable;Fecha Creacion;Fecha Actualiz.;Estado;Categoria;Cod. SAP;Insumo;Almacen SAP;U. Medida;Cantidad Real;Dosis Real;Porc. utiliza Real;Costo x Unid. Real usd;Costo x HA Real usd;Costo Total usd;Gasto x Unid. Real  $$;Gasto x HA Real $$;GastoTotal $$;Nro° OT;Contratista/Operario;Maquinaria;TC;Socio;Nro° OT Anulación;Observaciones
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219S - Anonima SA - ;KG;10.00;2.00;100.00;6.31;12.62;63.10;6,420.43;12,840.85;64,204.24;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;718129;CARFENTRAZONE 40% EC;2100-219S - Anonima SA - ;L;4.66;0.10;100.00;94.47;9.79;440.37;96,504.78;9,996.50;449,842.95;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;21.51;0.48;100.00;0.84;0.40;18.08;858.67;410.55;18,473.44;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-219S - Anonima SA - ;L;2.33;0.05;100.00;24.00;1.24;55.93;24,514.16;1,269.67;57,134.59;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-219S - Anonima SA - ;L;14.34;0.32;100.00;1.78;0.57;25.52;1,817.76;579.37;26,071.45;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-219S - Anonima SA - ;L;46.61;1.04;100.00;7.20;7.46;335.61;7,354.70;7,618.44;342,828.52;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;708883;SULFENTRAZONE 50% SC;2100-219S - Anonima SA - ;L;16.14;0.36;100.00;19.16;6.87;309.12;19,569.90;7,017.09;315,769.23;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-219S - Anonima SA - ;L;91.43;2.03;100.00;5.08;10.32;464.55;5,189.94;10,545.38;474,537.86;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;AGROQUIMICOS;723931;VITA GROW TS;2100-219S - Anonima SA - ;PCK;0.75;0.02;100.00;514.00;8.62;387.99;534,304.56;8,962.54;403,313.38;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;SEMILLAS;724025;SEMILLA DE SOJA DM 64K64 SCE PROPIA;2100-219S - Anonima SA - ;Tonelada;3.60;0.08;100.00;317.09;25.39;1,142.43;329,609.96;26,390.05;1,187,552.72;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;AGROQPQFUNGICIDA;724183;RIZOPACK 206;2100-219S - Anonima SA - ;PCK;1.16;0.03;100.00;371.28;9.58;431.16;385,944.00;9,959.85;448,192.91;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;149;40000907;40000907 - RESIEMBRA X HA;31/01/2025;03/02/2025;03/02/2025;04/02/2025;04/02/2025;Terminada;AGROQPQFUNGICIDA;706872;DIFENOC. 2,5%FLUD. 2,5%TIAM. 26,25% SC;2100-219S - Anonima SA - ;L;0.35;0.27;100.00;41.53;11.15;14.49;43,685.46;11,727.61;15,245.92;600000358;;;1052.00;;;LOTE 41: RESIEMBRA POR APRETADA - OTROS LOTES: REPASO CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;149;40000907;40000907 - RESIEMBRA X HA;31/01/2025;03/02/2025;03/02/2025;04/02/2025;04/02/2025;Terminada;SEMILLAS;724025;SEMILLA DE SOJA DM 64K64 SCE PROPIA;2100-219S - Anonima SA - ;Tonelada;0.15;0.11;100.00;317.07;35.62;46.31;333,558.69;37,474.99;48,717.25;600000358;;;1052.00;;;LOTE 41: RESIEMBRA POR APRETADA - OTROS LOTES: REPASO CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-219S - Anonima SA - ;L;2.30;0.05;100.00;17.31;0.88;39.74;18,209.91;929.09;41,808.46;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQOTROS;713035;CORRECTOR H;2100-219S - Anonima SA - ;L;2.30;0.05;100.00;5.59;0.29;12.83;5,879.94;300.00;13,499.87;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-219S - Anonima SA - ;L;13.78;0.31;100.00;1.60;0.49;22.04;1,683.41;515.30;23,189.84;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219S - Anonima SA - ;KG;91.84;2.04;100.00;6.25;12.75;573.68;6,571.53;13,411.17;603,507.69;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQHERBICIDA;701190;CLETODIM 24% EC;2100-219S - Anonima SA - ;L;45.92;1.02;100.00;5.49;5.60;252.09;5,775.37;5,893.24;265,195.77;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;60;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;07/02/2025;10/02/2025;10/02/2025;04/12/2024;10/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-219S - Anonima SA - ;L;30.00;2.00;100.00;1.02;2.04;30.60;1,076.10;2,152.20;32,283.00;600000374;;;1055.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 37;1125037;52.37;60;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;07/02/2025;10/02/2025;10/02/2025;04/12/2024;10/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-219S - Anonima SA - ;L;0.75;0.05;100.00;5.99;0.30;4.49;6,320.61;315.97;4,740.46;600000374;;;1055.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;5.50;1.10;100.00;0.84;0.93;4.63;856.53;942.21;4,710.92;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQUIMICOS;720722;CLETODIM 48% EC;2100-219S - Anonima SA - ;L;5.00;1.00;100.00;10.00;10.00;50.00;10,175.00;10,175.00;50,874.99;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219S - Anonima SA - ;KG;10.00;2.00;100.00;6.31;12.62;63.10;6,420.43;12,840.85;64,204.24;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-219S - Anonima SA - ;L;5.56;1.11;100.00;1.60;1.78;8.89;1,628.10;1,808.89;9,045.01;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;718129;CARFENTRAZONE 40% EC;2100-219S - Anonima SA - ;L;6.22;0.10;100.00;94.47;9.79;587.17;96,504.78;9,996.50;599,790.64;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;28.69;0.48;100.00;0.84;0.40;24.11;858.67;410.55;24,631.25;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-219S - Anonima SA - ;L;3.11;0.05;100.00;24.00;1.24;74.58;24,514.16;1,269.67;76,179.45;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-219S - Anonima SA - ;L;19.12;0.32;100.00;1.78;0.57;34.03;1,817.76;579.37;34,761.93;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-219S - Anonima SA - ;L;62.15;1.04;100.00;7.20;7.46;447.48;7,354.70;7,618.44;457,104.72;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;708883;SULFENTRAZONE 50% SC;2100-219S - Anonima SA - ;L;21.51;0.36;100.00;19.16;6.87;412.16;19,569.90;7,017.09;421,025.65;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;251;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;20/12/2024;21/12/2024;21/12/2024;20/12/2024;22/12/2024;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-219S - Anonima SA - ;L;121.91;2.03;100.00;5.08;10.32;619.40;5,189.94;10,545.38;632,717.17;600000158;;;1021.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;AGROQPQFUNGICIDA;724183;RIZOPACK 206;2100-219S - Anonima SA - ;PCK;1.55;0.03;100.00;371.28;9.58;574.88;385,944.00;9,959.85;597,590.67;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;SEMILLAS;724025;SEMILLA DE SOJA DM 64K64 SCE PROPIA;2100-219S - Anonima SA - ;Tonelada;4.80;0.08;100.00;317.09;25.39;1,523.24;329,609.96;26,390.05;1,583,403.41;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;310;40001698;40001698 - SIEMBRA PRECISION PLANTING;13/01/2025;15/01/2025;15/01/2025;04/12/2024;18/01/2025;Terminada;AGROQUIMICOS;723931;VITA GROW TS;2100-219S - Anonima SA - ;PCK;1.01;0.02;100.00;514.00;8.62;517.32;534,304.56;8,962.54;537,751.36;600000258;;;1039.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;149;40000907;40000907 - RESIEMBRA X HA;31/01/2025;03/02/2025;03/02/2025;04/02/2025;04/02/2025;Terminada;SEMILLAS;724025;SEMILLA DE SOJA DM 64K64 SCE PROPIA;2100-219S - Anonima SA - ;Tonelada;0.13;0.11;100.00;317.07;35.62;42.75;333,558.69;37,474.99;44,969.72;600000358;;;1052.00;;;LOTE 41: RESIEMBRA POR APRETADA - OTROS LOTES: REPASO CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;149;40000907;40000907 - RESIEMBRA X HA;31/01/2025;03/02/2025;03/02/2025;04/02/2025;04/02/2025;Terminada;AGROQPQFUNGICIDA;706872;DIFENOC. 2,5%FLUD. 2,5%TIAM. 26,25% SC;2100-219S - Anonima SA - ;L;0.32;0.27;100.00;41.53;11.15;13.38;43,685.46;11,727.61;14,073.14;600000358;;;1052.00;;;LOTE 41: RESIEMBRA POR APRETADA - OTROS LOTES: REPASO CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQOTROS;713035;CORRECTOR H;2100-219S - Anonima SA - ;L;3.06;0.05;100.00;5.59;0.29;17.11;5,879.94;300.00;17,999.82;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-219S - Anonima SA - ;L;3.06;0.05;100.00;17.31;0.88;52.99;18,209.91;929.09;55,744.61;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-219S - Anonima SA - ;L;18.37;0.31;100.00;1.60;0.49;29.39;1,683.41;515.30;30,919.78;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQHERBICIDA;701190;CLETODIM 24% EC;2100-219S - Anonima SA - ;L;61.22;1.02;100.00;5.49;5.60;336.12;5,775.37;5,893.24;353,594.37;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 38;1125038;67.07;294;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;03/02/2025;03/02/2025;04/12/2024;03/02/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219S - Anonima SA - ;KG;122.45;2.04;100.00;6.25;12.75;764.90;6,571.53;13,411.17;804,676.94;600000349;;;1052.00;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/12/2024;13/12/2024;13/12/2024;18/12/2024;18/12/2024;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-219S - Anonima SA - ;L;160.00;2.00;100.00;5.08;10.16;812.86;5,169.31;10,338.56;827,089.12;600000129;;;1017.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/12/2024;13/12/2024;13/12/2024;18/12/2024;18/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-219S - Anonima SA - ;L;40.00;0.50;100.00;7.20;3.60;288.00;7,326.00;3,663.00;293,040.00;600000129;;;1017.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/12/2024;13/12/2024;13/12/2024;18/12/2024;18/12/2024;Terminada;AGROQPQHERBICIDA;699977;FLUMIOXAZIN 48% SC;2100-219S - Anonima SA - ;L;8.00;0.10;100.00;22.82;2.28;182.53;23,215.59;2,321.55;185,724.68;600000129;;;1017.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/12/2024;13/12/2024;13/12/2024;18/12/2024;18/12/2024;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-219S - Anonima SA - ;L;27.00;0.34;100.00;1.78;0.60;48.06;1,811.15;611.26;48,901.05;600000129;;;1017.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/12/2024;13/12/2024;13/12/2024;18/12/2024;18/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;40.00;0.50;100.00;0.84;0.42;33.64;855.72;427.86;34,228.70;600000129;;;1017.50;;;
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQUIMICOS;720722;CLETODIM 48% EC;2100-219S - Anonima SA - ;L;5.00;1.00;100.00;10.00;10.00;50.00;10,175.00;10,175.00;50,874.99;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;5.50;1.10;100.00;0.84;0.93;4.63;856.53;942.21;4,710.92;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-219S - Anonima SA - ;L;5.56;1.11;100.00;1.60;1.78;8.89;1,628.10;1,808.89;9,045.01;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;45;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;14/12/2024;14/12/2024;14/12/2024;20/12/2024;20/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219S - Anonima SA - ;KG;10.00;2.00;100.00;6.31;12.62;63.10;6,420.43;12,840.85;64,204.24;600000156;;;1017.50;;;CURVAS DE NIVEL Y CABECERAS
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-219S - Anonima SA - ;L;200.00;2.50;100.00;4.56;11.39;911.28;4,720.43;11,800.95;944,086.08;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQUIMICOS;708883;SULFENTRAZONE 50% SC;2100-219S - Anonima SA - ;L;26.50;0.33;100.00;19.52;6.47;517.37;20,226.24;6,699.94;535,995.42;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQUIMICOS;708883;SULFENTRAZONE 50% SC;2100-219S - Anonima SA - ;L;2.50;0.03;100.00;19.52;0.61;48.81;20,226.86;632.09;50,567.16;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-219S - Anonima SA - ;L;45.00;0.56;100.00;7.19;4.05;323.60;7,449.98;4,190.62;335,249.08;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-219S - Anonima SA - ;L;40.00;0.50;100.00;1.78;0.89;71.20;1,844.08;922.04;73,763.20;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
2024-2025;Soja;Soja;NO;2100;2100 - Campos;Zona Metan;Anta;Lote 39;1125039;85.86;160;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;12/01/2025;12/01/2025;12/01/2025;04/12/2024;12/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219S - Anonima SA - ;L;40.00;0.50;100.00;0.83;0.42;33.21;860.19;430.07;34,407.63;600000238;;;1036.00;;;DOSIS REAL DE SULFENTRAZONE 50%: 0,362 LTS/HA
